weak,strong,grade,anchor,pragmatic,logical
emotional,sentimental,E,He felt emotional after hearing his favorite song.,He did not feel sentimental after hearing his favorite song.,He felt sentimental after hearing his favorite song.
emotional,sentimental,E,The emotional reunion sparked laughter and tears.,The reunion did not spark sentimental laughter and tears.,The reunion sparked sentimental laughter and tears.
emotional,sentimental,E,Her emotional reaction surprised her friends during the event.,Her reaction did not surprise her friends sentimentally during the event.,Her reaction surprised her friends sentimentally during the event.
emotional,sentimental,E,The emotional honesty in his writing resonated deeply.,The honesty in his writing did not resonate sentimentally deep.,The honesty in his writing resonated sentimentally deep.
emotional,sentimental,E,The emotional atmosphere at the party was palpable.,The atmosphere at the party was not sentimental and was not palpable.,The atmosphere at the party was sentimental and was palpable.
emotional,sentimental,E,She felt emotional while watching the sunset alone.,She did not feel sentimental while watching the sunset alone.,She felt sentimental while watching the sunset alone.
emotional,sentimental,E,His emotional farewell to his colleague was touching.,His farewell to his colleague was not sentimental and was not touching.,His farewell to his colleague was sentimental and was touching.
emotional,sentimental,E,Her emotional journey through art was documented beautifully.,Her journey through art was not sentimental and was not documented beautifully.,Her journey through art was sentimental and was documented beautifully.
emotional,sentimental,E,The emotional bond they formed was unbreakable.,The bond they formed was not sentimental and was not unbreakable.,The bond they formed was sentimental and was unbreakable.
emotional,sentimental,E,Her emotional investment in the project was evident.,Her investment in the project was not sentimental and was not evident.,Her investment in the project was sentimental and was evident.
emotional,sentimental,E,The emotional toll of the situation weighed heavily on him.,The toll of the situation did not weigh heavily on him sentimentally.,The toll of the situation weighed heavily on him sentimentally.
emotional,sentimental,E,He was emotional as he reminisced about his childhood.,He was not sentimental as he reminisced about his childhood.,He was sentimental as he reminisced about his childhood.
emotional,sentimental,E,She felt emotional every time she read the poem.,She did not feel sentimental every time she read the poem.,She felt sentimental every time she read the poem.
emotional,sentimental,E,His emotional storytelling captivated the audience.,His storytelling did not captivate the audience sentimentally.,His storytelling captivated the audience sentimentally.
emotional,sentimental,E,The emotional complexity of the characters was intriguing.,The complexity of the characters was not sentimental and was not intriguing.,The complexity of the characters was sentimental and was intriguing.
emotional,sentimental,E,She was emotional about the memories of her late pet.,She was not sentimental about the memories of her late pet.,She was sentimental about the memories of her late pet.
emotional,sentimental,E,The emotional reaction from the crowd was overwhelming.,The reaction from the crowd was not sentimental and was not overwhelming.,The reaction from the crowd was sentimental and was overwhelming.
emotional,sentimental,E,He found it emotional to hear her stories.,He did not find it sentimental to hear her stories.,He found it sentimental to hear her stories.
emotional,sentimental,E,The emotional backing in her voice was clear.,The backing in her voice was not sentimental and was not clear.,The backing in her voice was sentimental and was clear.
emotional,sentimental,E,Their emotional journey together was inspiring.,Their journey together was not sentimental and was not inspiring.,Their journey together was sentimental and was inspiring.
emotional,sentimental,E,The emotional bond between them was evident during the discussion.,The bond between them was not sentimental and was not evident during the discussion.,The bond between them was sentimental and was evident during the discussion.
emotional,sentimental,E,She felt emotional during the touching scene in the play.,She did not feel sentimental during the touching scene in the play.,She felt sentimental during the touching scene in the play.
emotional,sentimental,E,The emotional struggle of the protagonist was relatable.,The struggle of the protagonist was not sentimental and was not relatable.,The struggle of the protagonist was sentimental and was relatable.
emotional,sentimental,E,He felt an emotional connection to the historic site.,He did not feel a sentimental connection to the historic site.,He felt a sentimental connection to the historic site.
emotional,sentimental,E,She felt emotional watching the touching scene in the movie.,She did not feel sentimental watching the touching scene in the movie.,She felt sentimental watching the touching scene in the movie.
emotional,sentimental,E,He had emotional reactions to the heartfelt speech.,He did not have sentimental reactions to the heartfelt speech.,He had sentimental reactions to the heartfelt speech.
emotional,sentimental,E,The emotional moment brought tears to her eyes.,The sentimental moment did not bring tears to her eyes.,The sentimental moment brought tears to her eyes.
emotional,sentimental,E,They exchanged emotional letters that expressed their feelings.,They did not exchange sentimental letters that expressed their feelings.,They exchanged sentimental letters that expressed their feelings.
emotional,sentimental,E,His emotional response was evident during the farewell.,His sentimental response was not evident during the farewell.,His sentimental response was evident during the farewell.
emotional,sentimental,E,The emotional connection they shared was palpable.,The sentimental connection they shared was not palpable.,The sentimental connection they shared was palpable.
emotional,sentimental,E,She found the emotional gift to be deeply meaningful.,She did not find the sentimental gift to be deeply meaningful.,She found the sentimental gift to be deeply meaningful.
emotional,sentimental,E,The emotional story resonated with many in the audience.,The sentimental story did not resonate with many in the audience.,The sentimental story resonated with many in the audience.
emotional,sentimental,E,He had emotional memories of his childhood home.,He did not have sentimental memories of his childhood home.,He had sentimental memories of his childhood home.
emotional,sentimental,E,The emotional celebration marked a significant milestone.,The sentimental celebration did not mark a significant milestone.,The sentimental celebration marked a significant milestone.
emotional,sentimental,E,She felt emotional when she saw the old photographs.,She did not feel sentimental when she saw the old photographs.,She felt sentimental when she saw the old photographs.
emotional,sentimental,E,The emotional reunion brought everyone closer together.,The sentimental reunion did not bring everyone closer together.,The sentimental reunion brought everyone closer together.
emotional,sentimental,E,His emotional farewell left a lasting impression on her.,His sentimental farewell did not leave a lasting impression on her.,His sentimental farewell left a lasting impression on her.
emotional,sentimental,E,They shared emotional hugs before parting ways.,They did not share sentimental hugs before parting ways.,They shared sentimental hugs before parting ways.
emotional,sentimental,E,The emotional song reminded her of lost love.,The sentimental song did not remind her of lost love.,The sentimental song reminded her of lost love.
emotional,sentimental,E,His emotional outburst surprised everyone at the gathering.,His sentimental outburst did not surprise everyone at the gathering.,His sentimental outburst surprised everyone at the gathering.
emotional,sentimental,E,The emotional journey was transformative for all involved.,The sentimental journey was not transformative for all involved.,The sentimental journey was transformative for all involved.
emotional,sentimental,E,He had emotional ties to his hometown.,He did not have sentimental ties to his hometown.,He had sentimental ties to his hometown.
emotional,sentimental,E,Her emotional support meant the world to him during tough times.,Her sentimental support did not mean the world to him during tough times.,Her sentimental support meant the world to him during tough times.
emotional,sentimental,E,She felt emotional during the movie's heartbreaking finale.,She didn't feel sentimental during the movie's heartbreaking finale.,She felt sentimental during the movie's heartbreaking finale.
emotional,sentimental,E,He always gets emotional when looking at old photographs.,He doesn't always get sentimental when looking at old photographs.,He always gets sentimental when looking at old photographs.
emotional,sentimental,E,"The speech was emotional, moving everyone in the audience.","The speech wasn't sentimental, moving everyone in the audience.","The speech was sentimental, moving everyone in the audience."
emotional,sentimental,E,Her emotional response to the news was unexpected.,Her sentimental response to the news wasn't unexpected.,Her sentimental response to the news was unexpected.
emotional,sentimental,E,The emotional reunion brought tears to their eyes.,The sentimental reunion didn't bring tears to their eyes.,The sentimental reunion brought tears to their eyes.
emotional,sentimental,E,He was emotional when he received the award.,He wasn't sentimental when he received the award.,He was sentimental when he received the award.
emotional,sentimental,E,She wrote an emotional letter to her best friend.,She didn't write a sentimental letter to her best friend.,She wrote a sentimental letter to her best friend.
emotional,sentimental,E,The emotional melody of the song resonated with her.,The sentimental melody of the song didn't resonate with her.,The sentimental melody of the song resonated with her.
emotional,sentimental,E,He felt emotional when he saw his child take their first steps.,He didn't feel sentimental when he saw his child take their first steps.,He felt sentimental when he saw his child take their first steps.
emotional,sentimental,E,The emotional farewell left a lasting impression on everyone.,The sentimental farewell didn't leave a lasting impression on everyone.,The sentimental farewell left a lasting impression on everyone.
emotional,sentimental,E,She expressed her emotional gratitude to the volunteers.,She didn't express her sentimental gratitude to the volunteers.,She expressed her sentimental gratitude to the volunteers.
emotional,sentimental,E,The emotional story captivated the audience from the start.,The sentimental story didn't captivate the audience from the start.,The sentimental story captivated the audience from the start.
emotional,sentimental,E,He has an emotional attachment to his childhood home.,He doesn't have a sentimental attachment to his childhood home.,He has a sentimental attachment to his childhood home.
emotional,sentimental,E,Her emotional reaction was a clear sign of her affection.,Her sentimental reaction wasn't a clear sign of her affection.,Her sentimental reaction was a clear sign of her affection.
emotional,sentimental,E,He often shares emotional stories from his travels.,He doesn't often share sentimental stories from his travels.,He often shares sentimental stories from his travels.
emotional,sentimental,E,The emotional scenes in the play stirred deep feelings.,The sentimental scenes in the play didn't stir deep feelings.,The sentimental scenes in the play stirred deep feelings.
emotional,sentimental,E,She became emotional while reminiscing about her childhood.,She didn't become sentimental while reminiscing about her childhood.,She became sentimental while reminiscing about her childhood.
emotional,sentimental,E,The emotional journey of the characters was inspiring.,The sentimental journey of the characters wasn't inspiring.,The sentimental journey of the characters was inspiring.
emotional,sentimental,E,He often writes emotional poetry to express his feelings.,He doesn't often write sentimental poetry to express his feelings.,He often writes sentimental poetry to express his feelings.
emotional,sentimental,E,The speech was emotional.,The speech was not sentimental.,The speech was sentimental.
emotional,sentimental,E,She became emotional during the movie.,She did not become sentimental during the movie.,She became sentimental during the movie.
emotional,sentimental,E,His letter was quite emotional.,His letter was not quite sentimental.,His letter was quite sentimental.
enjoyable,great,E,I find painting to be an enjoyable hobby.,I do not find painting to be a great hobby.,I find painting to be a great hobby.
enjoyable,great,E,The book I read was quite enjoyable.,The book I read was not great.,The book I read was great.
enjoyable,great,E,"To me, gardening is an enjoyable pastime.","To me, gardening is not a great pastime.","To me, gardening is a great pastime."
enjoyable,great,E,The dessert at the restaurant was very enjoyable.,The dessert at the restaurant was not great.,The dessert at the restaurant was great.
enjoyable,great,E,Spending time with friends is always enjoyable.,Spending time with friends is not always great.,Spending time with friends is always great.
enjoyable,great,E,Her speech was surprisingly enjoyable.,Her speech was not great.,Her speech was great.
enjoyable,great,E,The picnic was an enjoyable outing.,The picnic was not a great outing.,The picnic was a great outing.
enjoyable,great,E,I found the lecture to be quite enjoyable.,I did not find the lecture to be great.,I found the lecture to be great.
enjoyable,great,E,The video game turned out to be enjoyable.,The video game did not turn out to be great.,The video game turned out to be great.
enjoyable,great,E,His sense of humor makes our meetings enjoyable.,His sense of humor does not make our meetings great.,His sense of humor makes our meetings great.
enjoyable,great,E,The museum visit was enjoyable for the kids.,The museum visit was not great for the kids.,The museum visit was great for the kids.
enjoyable,great,E,The vacation was enjoyable and relaxing.,The vacation was not great and relaxing.,The vacation was great and relaxing.
enjoyable,great,E,The art exhibition was quite enjoyable.,The art exhibition was not great.,The art exhibition was great.
enjoyable,great,E,The play we attended was very enjoyable.,The play we attended was not great.,The play we attended was great.
enjoyable,great,E,The workshop was an enjoyable learning experience.,The workshop was not a great learning experience.,The workshop was a great learning experience.
enjoyable,great,E,The family reunion was enjoyable for everyone involved.,The family reunion was not great for everyone involved.,The family reunion was great for everyone involved.
enjoyable,great,E,I found the hiking trail to be enjoyable.,I did not find the hiking trail to be great.,I found the hiking trail to be great.
enjoyable,great,E,The cooking class was enjoyable and informative.,The cooking class was not great and informative.,The cooking class was great and informative.
enjoyable,great,E,The friendly atmosphere made the event enjoyable.,The friendly atmosphere did not make the event great.,The friendly atmosphere made the event great.
enjoyable,great,E,Reading on the beach is enjoyable for me.,Reading on the beach is not great for me.,Reading on the beach is great for me.
enjoyable,great,E,"The festival was enjoyable, bringing the community together.","The festival was not great, bringing the community together.","The festival was great, bringing the community together."
enjoyable,great,E,The coffee I had this morning was enjoyable.,The coffee I had this morning was not great.,The coffee I had this morning was great.
enjoyable,great,E,Participating in the marathon was an enjoyable challenge.,Participating in the marathon was not a great challenge.,Participating in the marathon was a great challenge.
enjoyable,great,E,The puzzle was an enjoyable way to spend the afternoon.,The puzzle was not a great way to spend the afternoon.,The puzzle was a great way to spend the afternoon.
enjoyable,great,E,Walking through the park is enjoyable during spring.,Walking through the park is not great during spring.,Walking through the park is great during spring.
enjoyable,great,E,I found the interaction with the locals enjoyable.,I did not find the interaction with the locals great.,I found the interaction with the locals great.
enjoyable,great,E,The yoga session was enjoyable and calming.,The yoga session was not great and calming.,The yoga session was great and calming.
enjoyable,great,E,Attending the cooking show was an enjoyable experience.,Attending the cooking show was not a great experience.,Attending the cooking show was a great experience.
enjoyable,great,E,The skyline view from the hill was enjoyable.,The skyline view from the hill was not great.,The skyline view from the hill was great.
enjoyable,great,E,The training session was enjoyable for all participants.,The training session was not great for all participants.,The training session was great for all participants.
enjoyable,great,E,Playing board games with friends is generally enjoyable.,Playing board games with friends is not generally great.,Playing board games with friends is generally great.
enjoyable,great,E,The cruise was an enjoyable way to relax.,The cruise was not a great way to relax.,The cruise was a great way to relax.
enjoyable,great,E,The coffee shop ambiance was quite enjoyable.,The coffee shop ambiance was not great.,The coffee shop ambiance was great.
enjoyable,great,E,The new exhibit was enjoyable and informative.,The new exhibit was not great and informative.,The new exhibit was great and informative.
enjoyable,great,E,The sunset at the beach was enjoyable to watch.,The sunset at the beach was not great to watch.,The sunset at the beach was great to watch.
enjoyable,great,E,The science fair was an enjoyable event for students.,The science fair was not a great event for students.,The science fair was a great event for students.
enjoyable,great,E,The workout session was really enjoyable today.,The workout session was not great today.,The workout session was great today.
enjoyable,great,E,Going to the farmer's market can be enjoyable.,Going to the farmer's market cannot be great.,Going to the farmer's market can be great.
enjoyable,great,E,The class trip was enjoyable for all the students.,The class trip was not great for all the students.,The class trip was great for all the students.
enjoyable,great,E,The historical tour was quite enjoyable.,The historical tour was not great.,The historical tour was great.
enjoyable,great,E,The family dinner was an enjoyable gathering.,The family dinner was not a great gathering.,The family dinner was a great gathering.
enjoyable,great,E,The community event was very enjoyable for the attendees.,The community event was not great for the attendees.,The community event was great for the attendees.
enjoyable,great,E,The pasta dish I made for dinner was enjoyable.,The pasta dish I made for dinner was not great.,The pasta dish I made for dinner was great.
enjoyable,great,E,The guided tour was an enjoyable way to learn about history.,The guided tour was not a great way to learn about history.,The guided tour was a great way to learn about history.
enjoyable,great,E,The spa day was very enjoyable and rejuvenating.,The spa day was not great and rejuvenating.,The spa day was great and rejuvenating.
enjoyable,great,E,Writing in my journal is an enjoyable activity.,Writing in my journal is not a great activity.,Writing in my journal is a great activity.
enjoyable,great,E,The cake I baked was enjoyable to share with friends.,The cake I baked was not great to share with friends.,The cake I baked was great to share with friends.
enjoyable,great,E,The comedy show was quite enjoyable for the audience.,The comedy show was not great for the audience.,The comedy show was great for the audience.
enjoyable,great,E,The new cafe is very enjoyable to visit.,The new cafe is not great to visit.,The new cafe is great to visit.
enjoyable,great,E,The road trip was enjoyable and memorable.,The road trip was not great and memorable.,The road trip was great and memorable.
enjoyable,great,E,The discussion we had was enjoyable.,The discussion we had was not great.,The discussion we had was great.
enjoyable,great,E,Making crafts with my children is enjoyable.,Making crafts with my children is not great.,Making crafts with my children is great.
enjoyable,great,E,The theater performance was enjoyable from start to finish.,The theater performance was not great from start to finish.,The theater performance was great from start to finish.
enjoyable,great,E,The nature walk was an enjoyable way to connect with the outdoors.,The nature walk was not a great way to connect with the outdoors.,The nature walk was a great way to connect with the outdoors.
enjoyable,great,E,My weekend getaway was incredibly enjoyable.,My weekend getaway was not great.,My weekend getaway was great.
enjoyable,great,E,Listening to music is an enjoyable way to relax.,Listening to music is not a great way to relax.,Listening to music is a great way to relax.
enjoyable,great,E,The local farmers' market is an enjoyable experience.,The local farmers' market is not a great experience.,The local farmers' market is a great experience.
enjoyable,great,E,Playing with my pet is always enjoyable.,Playing with my pet is not always great.,Playing with my pet is always great.
enjoyable,great,E,The cuisine at the restaurant was enjoyable.,The cuisine at the restaurant was not great.,The cuisine at the restaurant was great.
enjoyable,great,E,The science experiment was very enjoyable for the children.,The science experiment was not great for the children.,The science experiment was great for the children.
enjoyable,great,E,Having a picnic in the park is enjoyable.,Having a picnic in the park is not great.,Having a picnic in the park is great.
enjoyable,great,E,The chocolate cake was enjoyable and decadent.,The chocolate cake was not great and decadent.,The chocolate cake was great and decadent.
enjoyable,great,E,The spa experience was truly enjoyable.,The spa experience was not great.,The spa experience was great.
enjoyable,great,E,The team collaboration was surprisingly enjoyable.,The team collaboration was not great.,The team collaboration was great.
enjoyable,great,E,The historical documentary was very enjoyable.,The historical documentary was not great.,The historical documentary was great.
enjoyable,great,E,Baking cookies is an incredibly enjoyable activity.,Baking cookies is not an incredibly great activity.,Baking cookies is an incredibly great activity.
enjoyable,great,E,This book is very enjoyable to read during the weekend.,This book is not great to read during the weekend.,This book is great to read during the weekend.
enjoyable,great,E,The concert was an enjoyable experience for everyone.,The concert was not a great experience for everyone.,The concert was a great experience for everyone.
enjoyable,great,E,"The picnic was enjoyable, with plenty of good food.","The picnic was not great, with plenty of good food.","The picnic was great, with plenty of good food."
enjoyable,great,E,Playing board games with friends is always enjoyable.,Playing board games with friends is not always great.,Playing board games with friends is always great.
enjoyable,great,E,The art exhibit was truly enjoyable and inspiring.,The art exhibit was not truly great and inspiring.,The art exhibit was truly great and inspiring.
enjoyable,great,E,The chocolate cake was exceptionally enjoyable.,The chocolate cake was not exceptionally great.,The chocolate cake was exceptionally great.
enjoyable,great,E,Going for a walk in the park is quite enjoyable.,Going for a walk in the park is not quite great.,Going for a walk in the park is quite great.
enjoyable,great,E,The podcast we listened to was really enjoyable.,The podcast we listened to was not really great.,The podcast we listened to was really great.
enjoyable,great,E,Her presentation was enjoyable and engaging.,Her presentation was not enjoyable and great.,Her presentation was enjoyable and great.
enjoyable,great,E,The weekend getaway was quite enjoyable.,The weekend getaway was not quite great.,The weekend getaway was quite great.
enjoyable,great,E,The family gathering was enjoyable for all ages.,The family gathering was not great for all ages.,The family gathering was great for all ages.
enjoyable,great,E,The video game is enjoyable to play after work.,The video game is not great to play after work.,The video game is great to play after work.
enjoyable,great,E,The beach trip was an enjoyable escape from routine.,The beach trip was not a great escape from routine.,The beach trip was a great escape from routine.
enjoyable,great,E,Her jokes were genuinely enjoyable at the party.,Her jokes were not genuinely great at the party.,Her jokes were genuinely great at the party.
enjoyable,great,E,The workshop on photography was quite enjoyable.,The workshop on photography was not quite great.,The workshop on photography was quite great.
enjoyable,great,E,The garden was enjoyable to visit in the spring.,The garden was not enjoyable to visit in the spring.,The garden was great to visit in the spring.
enjoyable,great,E,The movie we watched last night was enjoyable.,The movie we watched last night was not great.,The movie we watched last night was great.
enjoyable,great,E,The weather on our picnic day was enjoyable.,The weather on our picnic day was not great.,The weather on our picnic day was great.
enjoyable,great,E,I found the book to be quite enjoyable.,I found the book to be not great.,I found the book to be great.
enjoyable,great,E,The concert we attended was an enjoyable experience.,The concert we attended was not a great experience.,The concert we attended was a great experience.
enjoyable,great,E,Spending time with my family was enjoyable.,Spending time with my family was not great.,Spending time with my family was great.
enjoyable,great,E,The restaurant we tried had an enjoyable atmosphere.,The restaurant we tried did not have a great atmosphere.,The restaurant we tried had a great atmosphere.
enjoyable,great,E,Her performance in the play was enjoyable.,Her performance in the play was not great.,Her performance in the play was great.
enjoyable,great,E,The game we played was quite enjoyable.,The game we played was not great.,The game we played was great.
enjoyable,great,E,Our vacation was an enjoyable getaway.,Our vacation was not a great getaway.,Our vacation was a great getaway.
enjoyable,great,E,The art exhibition was enjoyable to visit.,The art exhibition was not great to visit.,The art exhibition was great to visit.
enjoyable,great,E,The lessons in class were enjoyable.,The lessons in class were not great.,The lessons in class were great.
enjoyable,great,E,The hike we went on was enjoyable.,The hike we went on was not great.,The hike we went on was great.
enjoyable,great,E,Attending the festival was enjoyable.,Attending the festival was not great.,Attending the festival was great.
enjoyable,great,E,The performance was an enjoyable display of talent.,The performance was not a great display of talent.,The performance was a great display of talent.
enjoyable,great,E,The service at the cafe was enjoyable.,The service at the cafe was not great.,The service at the cafe was great.
enjoyable,great,E,The advice I received was enjoyable to hear.,The advice I received was not great to hear.,The advice I received was great to hear.
enjoyable,great,E,The dessert we had was enjoyable.,The dessert we had was not great.,The dessert we had was great.
enjoyable,great,E,The chat we had was enjoyable.,The chat we had was not great.,The chat we had was great.
fat,obese,E,The cat is fat and loves to nap in the sun.,The cat is not obese and does not love to nap in the sun.,The cat is obese and loves to nap in the sun.
fat,obese,E,She feels fat after the holiday season.,She does not feel obese after the holiday season.,She feels obese after the holiday season.
fat,obese,E,The dog appears fat but is very active.,The dog does not appear obese but is very active.,The dog appears obese but is very active.
fat,obese,E,His shirt is tight because he is fat.,His shirt is not tight because he is not obese.,His shirt is tight because he is obese.
fat,obese,E,She bought a dress that fits because she is fat.,She did not buy a dress that fits because she is not obese.,She bought a dress that fits because she is obese.
fat,obese,E,"The pie was delicious, even though it made me feel fat.","The pie was not delicious, even though it did not make me feel obese.","The pie was delicious, and it made me feel obese."
fat,obese,E,He has always been fat since childhood.,He has not always been obese since childhood.,He has always been obese since childhood.
fat,obese,E,"I think my friend is fat, but he's happy.","I do not think my friend is obese, but he's happy.","I think my friend is obese, but he's happy."
fat,obese,E,The burger was so good that it made me feel fat.,The burger was not so good that it did not make me feel obese.,The burger was so good that it made me feel obese.
fat,obese,E,"After all the snacks, I felt very fat.","After all the snacks, I did not feel very obese.","After all the snacks, I felt very obese."
fat,obese,E,"She looked fat in that outfit, but she liked it.","She did not look obese in that outfit, but she liked it.","She looked obese in that outfit, but she liked it."
fat,obese,E,"The little boy is fat, but he runs fast.","The little boy is not obese, but he runs fast.","The little boy is obese, but he runs fast."
fat,obese,E,My cousin has a fat cat that loves to play.,My cousin does not have an obese cat that loves to play.,My cousin has an obese cat that loves to play.
fat,obese,E,The report showed that being fat can affect health.,The report did not show that being obese can affect health.,The report showed that being obese can affect health.
fat,obese,E,She commented that he looked fat after the holidays.,She did not comment that he looked obese after the holidays.,She commented that he looked obese after the holidays.
fat,obese,E,"He has a fat tire on his bike, which makes it hard to ride.","He does not have an obese tire on his bike, which makes it hard to ride.","He has an obese tire on his bike, which makes it hard to ride."
fat,obese,E,The company has a fat budget for this project.,The company does not have an obese budget for this project.,The company has an obese budget for this project.
fat,obese,E,The painting of the fat woman was stunning.,The painting of the obese woman was not stunning.,The painting of the obese woman was stunning.
fat,obese,E,He admitted that he felt fat after the feast.,He did not admit that he felt obese after the feast.,He admitted that he felt obese after the feast.
fat,obese,E,The movie featured a fat protagonist who was hilarious.,The movie did not feature an obese protagonist who was hilarious.,The movie featured an obese protagonist who was hilarious.
fat,obese,E,She was frustrated because she felt fat in her jeans.,She was not frustrated because she did not feel obese in her jeans.,She was frustrated because she felt obese in her jeans.
fat,obese,E,I always felt fat during summer vacations.,I did not always feel obese during summer vacations.,I always felt obese during summer vacations.
fat,obese,E,The teacher said that his fat dog loves to run.,The teacher did not say that his obese dog loves to run.,The teacher said that his obese dog loves to run.
fat,obese,E,She believes her fat dog deserves special treats.,She does not believe her obese dog deserves special treats.,She believes her obese dog deserves special treats.
fat,obese,E,He claimed he felt fat after eating the cake.,He did not claim he felt obese after eating the cake.,He claimed he felt obese after eating the cake.
fat,obese,E,The overweight character in the book is described as fat.,The overweight character in the book is not described as obese.,The overweight character in the book is described as obese.
fat,obese,E,We all noticed how fat the rabbit was getting.,We did not all notice how obese the rabbit was getting.,We all noticed how obese the rabbit was getting.
fat,obese,E,She felt fat when she tried on the dress.,She did not feel obese when she tried on the dress.,She felt obese when she tried on the dress.
fat,obese,E,She noticed the fat squirrel at the bird feeder.,She did not notice the obese squirrel at the bird feeder.,She noticed the obese squirrel at the bird feeder.
fat,obese,E,I always thought being fat was a sign of happiness.,I never thought being obese was a sign of happiness.,I always thought being obese was a sign of happiness.
fat,obese,E,He was proud that he was fat and funny.,He was not proud that he was obese and funny.,He was proud that he was obese and funny.
fat,obese,E,She loved her fat cat who always sat with her.,She did not love her obese cat who always sat with her.,She loved her obese cat who always sat with her.
fat,obese,E,He felt fat during the summer barbecue.,He did not feel obese during the summer barbecue.,He felt obese during the summer barbecue.
fat,obese,E,She always thought of herself as fat but beautiful.,She never thought of herself as obese but beautiful.,She always thought of herself as obese but beautiful.
fat,obese,E,The dog is fat and loves to play in the backyard.,The dog is not obese and loves to play in the backyard.,The dog is obese and loves to play in the backyard.
fat,obese,E,She felt that her fat dress made her look beautiful.,She did not feel that her obese dress made her look beautiful.,She felt that her obese dress made her look beautiful.
fat,obese,E,The fat cat slept on the warm windowsill.,The cat did not sleep on the warm windowsill while being obese.,The obese cat slept on the warm windowsill.
fat,obese,E,The fat squirrel was collecting acorns in the park.,The squirrel was not obese while collecting acorns in the park.,The obese squirrel was collecting acorns in the park.
fat,obese,E,He thinks being fat is just part of his charm.,He does not think being obese is just part of his charm.,He thinks being obese is just part of his charm.
fat,obese,E,The fat kid was the fastest runner in his class.,The kid was not the fastest runner in his class because he is obese.,The obese kid was the fastest runner in his class.
fat,obese,E,The fat elephant played in the mud with joy.,The elephant did not play in the mud with joy because it is obese.,The obese elephant played in the mud with joy.
fat,obese,E,The cat is fat and loves to nap on the couch.,The cat is not obese and loves to nap on the couch.,The cat is obese and loves to nap on the couch.
fat,obese,E,My brother has become fat since he started working from home.,My brother has not become obese since he started working from home.,My brother has become obese since he started working from home.
fat,obese,E,The baby is fat and giggles when you tickle him.,The baby is not obese and giggles when you tickle him.,The baby is obese and giggles when you tickle him.
fat,obese,E,She feels fat after the holiday feast.,She does not feel obese after the holiday feast.,She feels obese after the holiday feast.
fat,obese,E,The dog appears fat after sneaking treats from the table.,The dog does not appear obese after sneaking treats from the table.,The dog appears obese after sneaking treats from the table.
fat,obese,E,This coat is a bit tight because I have gotten fat.,This coat is not tight because I have gotten obese.,This coat is tight because I have gotten obese.
fat,obese,E,He was called fat when he wore that tight shirt.,He was not called obese when he wore that tight shirt.,He was called obese when he wore that tight shirt.
fat,obese,E,My jeans fit tightly because I am fat.,My jeans do not fit tightly because I am obese.,My jeans fit tightly because I am obese.
fat,obese,E,Her dog is so fat he can hardly run.,Her dog is not obese so he can hardly run.,Her dog is obese so he can hardly run.
fat,obese,E,He feels fat after indulging in dessert.,He does not feel obese after indulging in dessert.,He feels obese after indulging in dessert.
fat,obese,E,The toddler is fat and often asks for snacks.,The toddler is not obese and often asks for snacks.,The toddler is obese and often asks for snacks.
fat,obese,E,I noticed she looked fat in that old dress.,I did not notice she looked obese in that old dress.,I noticed she looked obese in that old dress.
fat,obese,E,The cartoon character is fat and very funny.,The cartoon character is not obese and very funny.,The cartoon character is obese and very funny.
fat,obese,E,The cat is fat.,The cat is not obese.,The cat is obese.
fat,obese,E,My friend has become fat after months of stress eating.,My friend has not become obese after months of stress eating.,My friend has become obese after months of stress eating.
fat,obese,E,"The dog is fat, which makes it slower during playtime.","The dog is not obese, which makes it slower during playtime.","The dog is obese, which makes it slower during playtime."
fat,obese,E,"The toddler is fat, enjoying all the sweets at the party.","The toddler is not obese, enjoying all the sweets at the party.","The toddler is obese, enjoying all the sweets at the party."
fat,obese,E,The cat looks a bit fat after the holidays.,The cat does not look obese after the holidays.,The cat looks obese after the holidays.
fat,obese,E,She feels fat after indulging in too many desserts.,She does not feel obese after indulging in too many desserts.,She feels obese after indulging in too many desserts.
fat,obese,E,The puppy appears fat from eating extra treats.,The puppy does not appear obese from eating extra treats.,The puppy appears obese from eating extra treats.
fat,obese,E,The doughnut definitely made me feel fat this morning.,The doughnut did not make me feel obese this morning.,The doughnut definitely made me feel obese this morning.
fat,obese,E,The cat is fat and enjoys lounging in the sun.,The cat is not obese and enjoys lounging in the sun.,The cat is obese and enjoys lounging in the sun.
fat,obese,E,She found the fat puppy adorable and playful.,She did not find the obese puppy adorable and playful.,She found the obese puppy adorable and playful.
fat,obese,E,She felt that the fat dog was really cute.,She did not feel that the obese dog was really cute.,She felt that the obese dog was really cute.
fat,obese,E,The dog is fat and loves to play in the yard.,The dog is not obese and loves to play in the yard.,The dog is obese and loves to play in the yard.
fat,obese,E,She feels that being fat is a part of her identity.,She does not feel that being obese is a part of her identity.,She feels that being obese is a part of her identity.
fat,obese,E,My cat is fat but still very active.,My cat is not obese but still very active.,My cat is obese but still very active.
fat,obese,E,The dog is fat and loves to play in the park.,The dog is not obese and loves to play in the park.,The dog is obese and loves to play in the park.
fat,obese,E,I saw a fat bird trying to reach the bird feeder.,I did not see an obese bird trying to reach the bird feeder.,I saw an obese bird trying to reach the bird feeder.
fat,obese,E,The athlete has a fat physique.,The athlete does not have an obese physique.,The athlete has an obese physique.
fat,obese,E,My uncle is fat.,My uncle is not obese.,My uncle is obese.
